timestamp,open,high,low,close,Volume
2020-01-01,0,0,0,8107.54421972354,0
2019-12-01,0,0,0,7872.66658222827,0
2019-11-01,0,0,0,7627.57403040617,0
2019-10-01,0,0,0,7248.96659522763,0
2019-09-01,0,0,0,7110.50061017011,0
2019-08-01,0,0,0,6998.11648665617,0
2019-07-01,0,0,0,7089.49488302773,0
2019-06-01,0,0,0,6746.17894468384,0
2019-05-01,0,0,0,6380.65736984388,0
2019-04-01,0,0,0,6938.74890632663,0
2019-03-01,0,0,0,6577.79225687975,0
2019-02-01,0,0,0,6242.00111251825,0
2019-01-01,0,0,0,6034.22986344694,0
2018-12-01,0,0,0,5520.06611465746,0
2018-11-01,0,0,0,6137.77945538214,0
2018-10-01,0,0,0,6156.15040513197,0
2018-09-01,0,0,0,6569.3873015873,0
2018-08-01,0,0,0,6593.17973177833,0
2018-07-01,0,0,0,6187.63153031366,0
2018-06-01,0,0,0,6029.68236860811,0
2018-05-01,0,0,0,5958.94087865286,0
2018-04-01,0,0,0,5468.59436878575,0
2018-03-01,0,0,0,5342.21646305331,0
2018-02-01,0,0,0,5621.37197851314,0
2018-01-01,0,0,0,5599.18649264854,0
2017-12-01,0,0,0,5330.0390160574,0
2017-11-01,0,0,0,5353.75407614866,0
2017-10-01,0,0,0,5363.662946145,0
2017-09-01,0,0,0,5058.62927664975,0
2017-08-01,0,0,0,5023.36123642159,0
2017-07-01,0,0,0,4968.17343528219,0
2017-06-01,0,0,0,4944.50372309686,0
2017-05-01,0,0,0,5148.52876747661,0
2017-04-01,0,0,0,5126.2197234693,0
2017-03-01,0,0,0,5095.87639554177,0
2017-02-01,0,0,0,5041.29274587877,0
2017-01-01,0,0,0,4739.32979511689,0
2016-12-01,0,0,0,4621.10455020523,0
2016-11-01,0,0,0,4540.04195670228,0
2016-10-01,0,0,0,4375.77013233203,0
2016-09-01,0,0,0,4340.43744881245,0
2016-08-01,0,0,0,4275.93884601941,0
2016-07-01,0,0,0,4231.27771217976,0
2016-06-01,0,0,0,3978.79888949933,0
2016-05-01,0,0,0,4064.70087872989,0
2016-04-01,0,0,0,3792.75382001171,0
2016-03-01,0,0,0,3939.60122660575,0
2016-02-01,0,0,0,3859.86909069193,0
2016-01-01,0,0,0,3950.08808374334,0
2015-12-01,0,0,0,4229.33568436076,0
2015-11-01,0,0,0,4412.17734371305,0
2015-10-01,0,0,0,4225.13367324681,0
2015-09-01,0,0,0,3742.01002300126,0
2015-08-01,0,0,0,3813.18472613738,0
2015-07-01,0,0,0,4179.33529690346,0
2015-06-01,0,0,0,3945.58241665545,0
2015-05-01,0,0,0,4105.87431693989,0
2015-04-01,0,0,0,3936.37417513822,0
2015-03-01,0,0,0,4034.86764333464,0
2015-02-01,0,0,0,3968.78176959514,0
2015-01-01,0,0,0,3671.82702779253,0
2014-12-01,0,0,0,3501.05767355372,0
2014-11-01,0,0,0,3486.12877842964,0
2014-10-01,0,0,0,3320.45832548111,0
2014-09-01,0,0,0,3206.21532145685,0
2014-08-01,0,0,0,3107.20759494634,0
2014-07-01,0,0,0,2907.45443680908,0
2014-06-01,0,0,0,2811.27581976192,0
2014-05-01,0,0,0,2741.41300564889,0
2014-04-01,0,0,0,2583.31171210154,0
2014-03-01,0,0,0,2610.7166122123,0
2014-02-01,0,0,0,2677.75128450337,0
2014-01-01,0,0,0,2611.53783330862,0
2013-12-01,0,0,0,2610.84459950574,0
2013-11-01,0,0,0,2567.59427856301,0
2013-10-01,0,0,0,2485.81835443038,0
2013-09-01,0,0,0,2380.14936099401,0
2013-08-01,0,0,0,2325.82480251211,0
2013-07-01,0,0,0,2324.1500759627,0
2013-06-01,0,0,0,2235.57441260085,0
2013-05-01,0,0,0,2294.36750538627,0
2013-04-01,0,0,0,2193.10340346347,0
2013-03-01,0,0,0,2199.18072949988,0
2013-02-01,0,0,0,2095.95903719577,0
2013-01-01,0,0,0,2010.54764389813,0
2012-12-01,0,0,0,2016.31426233235,0
2012-11-01,0,0,0,2062.28716442049,0
2012-10-01,0,0,0,2043.62114841398,0
2012-09-01,0,0,0,2177.00259838233,0
2012-08-01,0,0,0,2204.91528672552,0
2012-07-01,0,0,0,2148.74778744511,0
2012-06-01,0,0,0,2065.47691961466,0
2012-05-01,0,0,0,2042.77517556634,0
2012-04-01,0,0,0,2056.84936716508,0
2012-03-01,0,0,0,2065.11019337431,0
2012-02-01,0,0,0,1968.703165716,0
2012-01-01,0,0,0,1885.37047440795,0
2011-12-01,0,0,0,1757.5849367284,0
2011-11-01,0,0,0,1707.73805877976,0
2011-10-01,0,0,0,1704.89061475114,0
2011-09-01,0,0,0,1597.71449100007,0
2011-08-01,0,0,0,1558.52980735795,0
2011-07-01,0,0,0,1640.95427390791,0
2011-06-01,0,0,0,1604.38177477229,0
2011-05-01,0,0,0,1648.1695303925,0
2011-04-01,0,0,0,1623.500863047,0
2011-03-01,0,0,0,1650.19753774517,0
2011-02-01,0,0,0,1702.50560504019,0
